"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"1132","Peace","https://itunes.apple.com/us/reviews/id657982069","thankful greatful blessed","15.0.2",5,"Insight timer meets a variety of needs. Whether I am raising my vibration in the morning calming my  soul at night comforting myself through difficult times, there is a meditation and a teacher within insight timer to help. I am very grateful<U+2764><U+FE0F>",2019-06-11,"insight_timer",244
"1133","The most useful app, ever!","https://itunes.apple.com/us/reviews/id507034010","Ballistic BubbleGum","15.0.2",5,"It's a portable meditation studio that has a library filled with a wide variety of mind journeys, themes, music, meditation styles, neuroscience, yoga, educational courses & talks. There's also a timer you can customize. The featured meditations change daily & the library also periodically refreshes with new content. Best app, ever!",2019-06-11,"insight_timer",334
"1134","Great App, Been Using for Years","https://itunes.apple.com/us/reviews/id32542803","fodowing","15.0.2",5,"So many meditations to choose from for whatever your needs! Great way to start and/or start the day.",2019-06-11,"insight_timer",100
"1135","The new update is incredible","https://itunes.apple.com/us/reviews/id42334265","Davnieli","15.0.2",5,"You guys are creating a platform that is priceless",2019-06-11,"insight_timer",50
"1136","Best Meditation App","https://itunes.apple.com/us/reviews/id320428731","max iut the Stars","15.0.2",5,"Best ever Meditation app, everyone else it playing catch up to this app. Super helpful in exploring and expanding your mediation practice<U+0001F60A><U+0001F64F><U+0001F611>",2019-06-11,"insight_timer",140
"1137","A Beautiful Way to  Find Calm and Peace","https://itunes.apple.com/us/reviews/id565214005","Chriskul","15.0.2",5,"I have tried several meditation apps, and Insight Timer is by far the best. The incredible choice, variation and quality are beyond compare-it has added to my peace and calm in every way. Thank you and namaste.",2019-06-11,"insight_timer",210
"1138","too complex","https://itunes.apple.com/us/reviews/id34119142","t master","15.0.2",1,"this app makes my anxiety worse. can’t you guys just make it so there’s another tab where we can freaking pick the bowl set a timer and meditate? i thought that was in the app but the UI is such trash that it’s near impossible to find.",2019-06-10,"insight_timer",235
"1139","Loved it!","https://itunes.apple.com/us/reviews/id573908878","Lalis-2","15.0.2",5,"A beautiful reminder that peace is inside us....  Namaste!",2019-06-10,"insight_timer",58
"1140","Upgrades don’t make sense","https://itunes.apple.com/us/reviews/id113722988","Bocat101","15.0.2",3,"I have used this app for 4 years. It has been a great tool for helping my daily meditation practice. When courses began, I bought several and really enjoyed them. However with this most recent update, white font and gray backgrounds for descriptions?!? I simply can’t read these. So while I’d like to try new offerings (of which there are many) I can’t read them so simply go to my bookmarked ones. And while I understand that the developers need this to be a sustainable revenue stream I really miss the opportunity to purchase one course at a time. This has been a fantastic app in the past and with a few tweaks could be so again.",2019-06-10,"insight_timer",633
"1141","Thank you!","https://itunes.apple.com/us/reviews/id167994042","HeatherNicol84","15.0.2",5,"This has been my fave meditation. I am working on the biggest goal I’ve ever set for myself and this has helped me so much refocus! My mind is all over the place most days and this meditation has helped me bring myself back to what I originally set for myself. This goal affects so many lives as well. So thank you! You’re changing lives!!",2019-06-10,"insight_timer",339
"1142","Incredible Choices","https://itunes.apple.com/us/reviews/id268194958","StarWork Circle","15.0.2",5,"This app is one of my favorites
There is anything you would want to support a meditation practice 
I use it almost daily 
Highly recommend",2019-06-10,"insight_timer",138
"1143","Mindfulness","https://itunes.apple.com/us/reviews/id34838314","K Riley","15.0.2",5,"Magnificent!",2019-06-10,"insight_timer",12
"1144","Option Changes","https://itunes.apple.com/us/reviews/id875924003","burbank lady","15.0.2",4,"I’m trying to adjust to the new format even though I find navigating it to be much more unwieldy. I cannot find the sleep/relaxation meditations that I saved. I am experiencing major sleep challenges right now so those were important to me.
Not all of us can afford to buy all the programs we like & finding the free ones is more difficult. I would prefer not to find a new app but it is frustrating at bed time to struggle.
LIKES:  the active world map is awesome & inspiring; connecting with others near & far a big plus; choosing the length of meditations.",2019-06-10,"insight_timer",559
"1145","Constant changes","https://itunes.apple.com/us/reviews/id580226409","LFclimber","15.0.2",5,"I do not like the new format. They keep changing it up. I love the app but please, stop changing it.",2019-06-10,"insight_timer",100
"1146","Fantastic App","https://itunes.apple.com/us/reviews/id471717953","HopeinBoulder","15.0.2",5,"What a great app with an endless well of music, meditation and wisdom. I start my day with this wonderful product!",2019-06-10,"insight_timer",114
"1147","15.0.2 - Not a fan","https://itunes.apple.com/us/reviews/id116271461","Cali1210","15.0.2",3,"I do not like the 15.0.2. How do I revert back to the last version?",2019-06-10,"insight_timer",67
"1148","Habit forming","https://itunes.apple.com/us/reviews/id301908876","bluemusicnut","15.0.2",5,"IT enabled me to form a habit of calming my mind.",2019-06-10,"insight_timer",49
"1149","It’s just the best.","https://itunes.apple.com/us/reviews/id26259079","Johannakinney","15.0.2",5,"I’ve tried a few meditation apps and like this one by and far the best.",2019-06-10,"insight_timer",71
"1150","The Best app","https://itunes.apple.com/us/reviews/id522778899","Miaaaaaald","15.0.2",5,"This is the most awesome app I have ever downloaded. Good design and super useful. Everyone needs to try!",2019-06-10,"insight_timer",105
"1151","Best Meditation App!","https://itunes.apple.com/us/reviews/id34657774","triedstressed","15.0.2",5,"Love this meditation app for me and my 3 year old daughter. Lots of solid content for free. Highly recommend!",2019-06-10,"insight_timer",109
"1152","I'm so grateful for Insight Timer","https://itunes.apple.com/us/reviews/id468668154","LynnMeredith","15.0.2",5,"I have been using the guided meditations on Insight Timer for over a year. I love that I am able to choose the amount of time I spend meditating and that I can also select the category of meditation I want. The meditations provide me with tools I can use to help me sleep or lessen my stress and anxiety. There used to be a feature for selecting a meditation by teacher, which I liked a lot (sometimes I am in the mood for a particular person) but I cannot seem to find that feature now. Perhaps it has been eliminated. I am grateful to have access to such high quality meditations that are free. This is a wonderful app!!!",2019-06-09,"insight_timer",623
"1153","Why keep changing things?","https://itunes.apple.com/us/reviews/id1032629728","19bilbo48","15.0.1",3,"Good app but why do you keep changing it?  What happened to the histograms of weekly, monthly, total times?",2019-06-09,"insight_timer",107
"1154","Over a year of daily meditation","https://itunes.apple.com/us/reviews/id506105696","Stkeefer","15.0.2",5,"Using Insight Timer supported me in achieving over a year of daily meditation. I am so grateful.",2019-06-09,"insight_timer",96
"1155","Something for everyone","https://itunes.apple.com/us/reviews/id33280299","leola65","15.0.2",5,"I’m truly loving this app. No matter my mood or stress level, there is meditation or music to help me sleep, feel calm or manage my stress. My go-zero app.",2019-06-09,"insight_timer",155
"1156","Look No Further...Insight Timer is Home","https://itunes.apple.com/us/reviews/id957190558","JennieS2theP","15.0.2",5,"Thank you to the developers and all the teachers! You have given me a place to learn, grow, and meditate in so many different ways. I have met new like minded friends. I know you could make this exclusive like other apps. Thank you for giving us so much do so little! 
Namaste <U+0001F64F>",2019-06-09,"insight_timer",278
"1157","Wonderful","https://itunes.apple.com/us/reviews/id34363680","tomaship","15.0.2",5,"Yes
Tigers up and down 
Strawberries 
Now
IT,    Is like being at a meditation retreat 
Gracias",2019-06-09,"insight_timer",95
"1158","Daily Habit","https://itunes.apple.com/us/reviews/id129146719","seashorepal","15.0.2",5,"This app has helped me build meditation as a daily habit.  I had little experience in meditation so I downloaded it for free and was impressed with the quality of the meditations.  I am a paying customer now to support this app as well as to download various meditations to use while I travel.  I can’t say enough about how helpful this has been to me.",2019-06-09,"insight_timer",352
